"","time","posX","posY","orientation","mac","signal","rawTime"
"10912",2006-02-11 15:37:20,1.08,12.19,225,"00:14:bf:b1:97:8d",-71,1139693840316
"10913",2006-02-11 15:37:20,1.08,12.19,225,"00:14:bf:3b:c7:c6",-69,1139693840316
"10914",2006-02-11 15:37:20,1.08,12.19,225,"00:0f:a3:39:dd:cd",-75,1139693840316
"10917",2006-02-11 15:37:20,1.08,12.19,225,"00:14:bf:b1:97:8a",-51,1139693840568
"10918",2006-02-11 15:37:20,1.08,12.19,225,"00:0f:a3:39:e1:c0",-51,1139693840568
"10919",2006-02-11 15:37:20,1.08,12.19,225,"00:14:bf:b1:97:81",-68,1139693840568
"10920",2006-02-11 15:37:20,1.08,12.19,225,"00:14:bf:3b:c7:c6",-69,1139693840568
"10921",2006-02-11 15:37:20,1.08,12.19,225,"00:0f:a3:39:dd:cd",-74,1139693840568
"10923",2006-02-11 15:37:20,1.08,12.19,225,"00:14:bf:b1:97:90",-50,1139693840820
"10924",2006-02-11 15:37:20,1.08,12.19,225,"00:14:bf:b1:97:8a",-49,1139693840820
"10925",2006-02-11 15:37:20,1.08,12.19,225,"00:0f:a3:39:e1:c0",-56,1139693840820
"10926",2006-02-11 15:37:20,1.08,12.19,225,"00:14:bf:3b:c7:c6",-70,1139693840820
"10927",2006-02-11 15:37:20,1.08,12.19,225,"00:14:bf:b1:97:8d",-71,1139693840820
"10928",2006-02-11 15:37:20,1.08,12.19,225,"00:0f:a3:39:dd:cd",-72,1139693840820
"10932",2006-02-11 15:37:21,1.08,12.19,225,"00:14:bf:b1:97:90",-54,1139693841072
"10933",2006-02-11 15:37:21,1.08,12.19,225,"00:0f:a3:39:e1:c0",-58,1139693841072
"10934",2006-02-11 15:37:21,1.08,12.19,225,"00:14:bf:b1:97:81",-68,1139693841072
"10935",2006-02-11 15:37:21,1.08,12.19,225,"00:14:bf:3b:c7:c6",-70,1139693841072
"10937",2006-02-11 15:37:21,1.08,12.19,225,"00:0f:a3:39:dd:cd",-73,1139693841072
"10939",2006-02-11 15:37:21,1.08,12.19,225,"00:14:bf:b1:97:90",-51,1139693841324
"10940",2006-02-11 15:37:21,1.08,12.19,225,"00:14:bf:b1:97:8a",-52,1139693841324
"10941",2006-02-11 15:37:21,1.08,12.19,225,"00:14:bf:b1:97:8a",-52,1139693841324
"10942",2006-02-11 15:37:21,1.08,12.19,225,"00:0f:a3:39:e1:c0",-56,1139693841324
"10943",2006-02-11 15:37:21,1.08,12.19,225,"00:14:bf:b1:97:8d",-70,1139693841324
"10944",2006-02-11 15:37:21,1.08,12.19,225,"00:14:bf:3b:c7:c6",-70,1139693841324
"10945",2006-02-11 15:37:21,1.08,12.19,225,"00:14:bf:b1:97:8d",-71,1139693841324
"10946",2006-02-11 15:37:21,1.08,12.19,225,"00:14:bf:b1:97:81",-67,1139693841324
"10948",2006-02-11 15:37:21,1.08,12.19,225,"00:0f:a3:39:dd:cd",-74,1139693841324
"10951",2006-02-11 15:37:21,1.08,12.19,225,"00:14:bf:b1:97:8a",-52,1139693841576
"10952",2006-02-11 15:37:21,1.08,12.19,225,"00:14:bf:b1:97:90",-50,1139693841576
"10953",2006-02-11 15:37:21,1.08,12.19,225,"00:0f:a3:39:e1:c0",-57,1139693841576
"10954",2006-02-11 15:37:21,1.08,12.19,225,"00:14:bf:b1:97:81",-68,1139693841576
"10955",2006-02-11 15:37:21,1.08,12.19,225,"00:14:bf:3b:c7:c6",-69,1139693841576
"10956",2006-02-11 15:37:21,1.08,12.19,225,"00:14:bf:b1:97:8d",-71,1139693841576
"10957",2006-02-11 15:37:21,1.08,12.19,225,"00:0f:a3:39:dd:cd",-72,1139693841576
"10958",2006-02-11 15:37:21,1.08,12.19,225,"00:0f:a3:39:dd:cd",-72,1139693841576
"10961",2006-02-11 15:37:21,1.08,12.19,225,"00:14:bf:b1:97:90",-50,1139693841832
"10962",2006-02-11 15:37:21,1.08,12.19,225,"00:0f:a3:39:e1:c0",-57,1139693841832
"10963",2006-02-11 15:37:21,1.08,12.19,225,"00:14:bf:b1:97:8a",-53,1139693841832
"10964",2006-02-11 15:37:21,1.08,12.19,225,"00:14:bf:b1:97:8a",-54,1139693841832
"10965",2006-02-11 15:37:21,1.08,12.19,225,"00:14:bf:3b:c7:c6",-68,1139693841832
"10966",2006-02-11 15:37:21,1.08,12.19,225,"00:14:bf:3b:c7:c6",-70,1139693841832
"10967",2006-02-11 15:37:21,1.08,12.19,225,"00:14:bf:b1:97:81",-71,1139693841832
"10968",2006-02-11 15:37:21,1.08,12.19,225,"00:0f:a3:39:dd:cd",-75,1139693841832
"10972",2006-02-11 15:37:22,1.08,12.19,225,"00:14:bf:b1:97:90",-50,1139693842084
"10973",2006-02-11 15:37:22,1.08,12.19,225,"00:14:bf:b1:97:8a",-55,1139693842084
"10974",2006-02-11 15:37:22,1.08,12.19,225,"00:0f:a3:39:e1:c0",-57,1139693842084
"10975",2006-02-11 15:37:22,1.08,12.19,225,"00:14:bf:b1:97:81",-68,1139693842084
"10976",2006-02-11 15:37:22,1.08,12.19,225,"00:14:bf:b1:97:8d",-70,1139693842084
"10977",2006-02-11 15:37:22,1.08,12.19,225,"00:14:bf:3b:c7:c6",-69,1139693842084
"10978",2006-02-11 15:37:22,1.08,12.19,225,"00:0f:a3:39:dd:cd",-75,1139693842084
"10982",2006-02-11 15:37:22,1.08,12.19,225,"00:14:bf:b1:97:90",-50,1139693842336
"10983",2006-02-11 15:37:22,1.08,12.19,225,"00:14:bf:b1:97:8a",-56,1139693842336
"10984",2006-02-11 15:37:22,1.08,12.19,225,"00:0f:a3:39:e1:c0",-57,1139693842336
"10985",2006-02-11 15:37:22,1.08,12.19,225,"00:14:bf:b1:97:81",-66,1139693842336
"10986",2006-02-11 15:37:22,1.08,12.19,225,"00:14:bf:3b:c7:c6",-68,1139693842336
"10987",2006-02-11 15:37:22,1.08,12.19,225,"00:0f:a3:39:dd:cd",-73,1139693842336
"10989",2006-02-11 15:37:22,1.08,12.19,225,"00:14:bf:b1:97:8d",-70,1139693842336
"10992",2006-02-11 15:37:22,1.08,12.19,225,"00:14:bf:b1:97:90",-49,1139693842588
"10993",2006-02-11 15:37:22,1.08,12.19,225,"00:0f:a3:39:e1:c0",-51,1139693842588
"10994",2006-02-11 15:37:22,1.08,12.19,225,"00:14:bf:b1:97:8a",-55,1139693842588
"10995",2006-02-11 15:37:22,1.08,12.19,225,"00:14:bf:3b:c7:c6",-69,1139693842588
"10996",2006-02-11 15:37:22,1.08,12.19,225,"00:14:bf:b1:97:8d",-71,1139693842588
"10997",2006-02-11 15:37:22,1.08,12.19,225,"00:0f:a3:39:dd:cd",-72,1139693842588
"11000",2006-02-11 15:37:22,1.08,12.19,225,"00:14:bf:b1:97:90",-51,1139693842841
"11001",2006-02-11 15:37:22,1.08,12.19,225,"00:14:bf:b1:97:8a",-56,1139693842841
"11002",2006-02-11 15:37:22,1.08,12.19,225,"00:14:bf:b1:97:8a",-56,1139693842841
"11003",2006-02-11 15:37:22,1.08,12.19,225,"00:0f:a3:39:e1:c0",-56,1139693842841
"11004",2006-02-11 15:37:22,1.08,12.19,225,"00:14:bf:3b:c7:c6",-70,1139693842841
"11005",2006-02-11 15:37:22,1.08,12.19,225,"00:14:bf:b1:97:8d",-70,1139693842841
"11006",2006-02-11 15:37:22,1.08,12.19,225,"00:14:bf:b1:97:81",-73,1139693842841
"11007",2006-02-11 15:37:22,1.08,12.19,225,"00:0f:a3:39:dd:cd",-74,1139693842841
"11011",2006-02-11 15:37:23,1.08,12.19,225,"00:0f:a3:39:e1:c0",-58,1139693843092
"11012",2006-02-11 15:37:23,1.08,12.19,225,"00:14:bf:b1:97:8a",-55,1139693843092
"11013",2006-02-11 15:37:23,1.08,12.19,225,"00:14:bf:b1:97:8a",-56,1139693843092
"11014",2006-02-11 15:37:23,1.08,12.19,225,"00:14:bf:b1:97:8a",-57,1139693843092
"11015",2006-02-11 15:37:23,1.08,12.19,225,"00:14:bf:3b:c7:c6",-71,1139693843092
"11016",2006-02-11 15:37:23,1.08,12.19,225,"00:0f:a3:39:dd:cd",-75,1139693843092
"11018",2006-02-11 15:37:23,1.08,12.19,225,"00:0f:a3:39:e1:c0",-51,1139693843344
"11019",2006-02-11 15:37:23,1.08,12.19,225,"00:14:bf:b1:97:8a",-53,1139693843344
"11020",2006-02-11 15:37:23,1.08,12.19,225,"00:14:bf:3b:c7:c6",-70,1139693843344
"11021",2006-02-11 15:37:23,1.08,12.19,225,"00:0f:a3:39:dd:cd",-71,1139693843344
"11023",2006-02-11 15:37:23,1.08,12.19,225,"00:14:bf:b1:97:90",-56,1139693843344
"11024",2006-02-11 15:37:23,1.08,12.19,225,"00:14:bf:b1:97:8d",-71,1139693843344
"11027",2006-02-11 15:37:23,1.08,12.19,225,"00:0f:a3:39:e1:c0",-51,1139693843597
"11028",2006-02-11 15:37:23,1.08,12.19,225,"00:14:bf:b1:97:8a",-54,1139693843597
"11029",2006-02-11 15:37:23,1.08,12.19,225,"00:14:bf:b1:97:8a",-54,1139693843597
"11030",2006-02-11 15:37:23,1.08,12.19,225,"00:14:bf:b1:97:90",-58,1139693843597
"11031",2006-02-11 15:37:23,1.08,12.19,225,"00:14:bf:b1:97:8d",-71,1139693843597
"11032",2006-02-11 15:37:23,1.08,12.19,225,"00:14:bf:b1:97:8d",-71,1139693843597
"11033",2006-02-11 15:37:23,1.08,12.19,225,"00:14:bf:3b:c7:c6",-68,1139693843597
"11034",2006-02-11 15:37:23,1.08,12.19,225,"00:14:bf:3b:c7:c6",-70,1139693843597
"11035",2006-02-11 15:37:23,1.08,12.19,225,"00:0f:a3:39:dd:cd",-72,1139693843597
"11037",2006-02-11 15:37:23,1.08,12.19,225,"00:14:bf:b1:97:90",-50,1139693843849
"11038",2006-02-11 15:37:23,1.08,12.19,225,"00:14:bf:b1:97:8a",-51,1139693843849
"11039",2006-02-11 15:37:23,1.08,12.19,225,"00:0f:a3:39:e1:c0",-57,1139693843849
"11040",2006-02-11 15:37:23,1.08,12.19,225,"00:14:bf:b1:97:81",-68,1139693843849
"11041",2006-02-11 15:37:23,1.08,12.19,225,"00:14:bf:3b:c7:c6",-69,1139693843849
"11042",2006-02-11 15:37:23,1.08,12.19,225,"00:14:bf:3b:c7:c6",-70,1139693843849
"11043",2006-02-11 15:37:23,1.08,12.19,225,"00:0f:a3:39:dd:cd",-74,1139693843849
"11047",2006-02-11 15:37:24,1.08,12.19,225,"00:0f:a3:39:e1:c0",-51,1139693844101
"11048",2006-02-11 15:37:24,1.08,12.19,225,"00:14:bf:b1:97:90",-49,1139693844101
"11049",2006-02-11 15:37:24,1.08,12.19,225,"00:14:bf:b1:97:8a",-54,1139693844101
"11050",2006-02-11 15:37:24,1.08,12.19,225,"00:14:bf:3b:c7:c6",-69,1139693844101
"11051",2006-02-11 15:37:24,1.08,12.19,225,"00:14:bf:b1:97:8d",-71,1139693844101
"11052",2006-02-11 15:37:24,1.08,12.19,225,"00:14:bf:b1:97:81",-68,1139693844101
"11054",2006-02-11 15:37:24,1.08,12.19,225,"00:0f:a3:39:dd:cd",-73,1139693844101
"11057",2006-02-11 15:37:24,1.08,12.19,225,"00:14:bf:b1:97:90",-51,1139693844353
"11058",2006-02-11 15:37:24,1.08,12.19,225,"00:0f:a3:39:e1:c0",-51,1139693844353
"11059",2006-02-11 15:37:24,1.08,12.19,225,"00:14:bf:b1:97:8a",-53,1139693844353
"11060",2006-02-11 15:37:24,1.08,12.19,225,"00:14:bf:b1:97:8a",-55,1139693844353
"11061",2006-02-11 15:37:24,1.08,12.19,225,"00:14:bf:b1:97:8d",-71,1139693844353
"11062",2006-02-11 15:37:24,1.08,12.19,225,"00:14:bf:b1:97:81",-68,1139693844353
"11063",2006-02-11 15:37:24,1.08,12.19,225,"00:14:bf:3b:c7:c6",-69,1139693844353
"11064",2006-02-11 15:37:24,1.08,12.19,225,"00:0f:a3:39:dd:cd",-74,1139693844353
"11067",2006-02-11 15:37:24,1.08,12.19,225,"00:14:bf:b1:97:8a",-58,1139693844605
"11068",2006-02-11 15:37:24,1.08,12.19,225,"00:14:bf:b1:97:90",-58,1139693844605
"11069",2006-02-11 15:37:24,1.08,12.19,225,"00:0f:a3:39:e1:c0",-57,1139693844605
"11070",2006-02-11 15:37:24,1.08,12.19,225,"00:14:bf:b1:97:8d",-71,1139693844605
"11071",2006-02-11 15:37:24,1.08,12.19,225,"00:14:bf:3b:c7:c6",-70,1139693844605
"11072",2006-02-11 15:37:24,1.08,12.19,225,"00:14:bf:b1:97:81",-68,1139693844605
"11073",2006-02-11 15:37:24,1.08,12.19,225,"00:0f:a3:39:dd:cd",-72,1139693844605
"11076",2006-02-11 15:37:24,1.08,12.19,225,"00:14:bf:b1:97:90",-50,1139693844857
"11077",2006-02-11 15:37:24,1.08,12.19,225,"00:14:bf:b1:97:8a",-53,1139693844857
"11078",2006-02-11 15:37:24,1.08,12.19,225,"00:0f:a3:39:e1:c0",-57,1139693844857
"11079",2006-02-11 15:37:24,1.08,12.19,225,"00:14:bf:b1:97:81",-67,1139693844857
"11080",2006-02-11 15:37:24,1.08,12.19,225,"00:14:bf:3b:c7:c6",-70,1139693844857
"11081",2006-02-11 15:37:24,1.08,12.19,225,"00:14:bf:b1:97:8d",-70,1139693844857
"11083",2006-02-11 15:37:24,1.08,12.19,225,"00:0f:a3:39:dd:cd",-72,1139693844857
"11084",2006-02-11 15:37:25,1.08,12.19,225,"00:14:bf:b1:97:90",-55,1139693845109
"11085",2006-02-11 15:37:25,1.08,12.19,225,"00:14:bf:b1:97:8a",-54,1139693845109
"11086",2006-02-11 15:37:25,1.08,12.19,225,"00:0f:a3:39:e1:c0",-57,1139693845109
"11087",2006-02-11 15:37:25,1.08,12.19,225,"00:14:bf:b1:97:8d",-71,1139693845109
"11088",2006-02-11 15:37:25,1.08,12.19,225,"00:0f:a3:39:dd:cd",-74,1139693845109
"11089",2006-02-11 15:37:25,1.08,12.19,225,"00:14:bf:b1:97:81",-67,1139693845109
"11091",2006-02-11 15:37:25,1.08,12.19,225,"00:14:bf:b1:97:90",-51,1139693845361
"11092",2006-02-11 15:37:25,1.08,12.19,225,"00:14:bf:b1:97:8a",-55,1139693845361
"11093",2006-02-11 15:37:25,1.08,12.19,225,"00:0f:a3:39:e1:c0",-55,1139693845361
"11094",2006-02-11 15:37:25,1.08,12.19,225,"00:14:bf:3b:c7:c6",-69,1139693845361
"11095",2006-02-11 15:37:25,1.08,12.19,225,"00:14:bf:b1:97:81",-65,1139693845361
"11097",2006-02-11 15:37:25,1.08,12.19,225,"00:0f:a3:39:dd:cd",-73,1139693845361
"11099",2006-02-11 15:37:25,1.08,12.19,225,"00:14:bf:b1:97:90",-50,1139693845613
"11100",2006-02-11 15:37:25,1.08,12.19,225,"00:14:bf:b1:97:8a",-54,1139693845613
"11101",2006-02-11 15:37:25,1.08,12.19,225,"00:14:bf:b1:97:8a",-55,1139693845613
"11102",2006-02-11 15:37:25,1.08,12.19,225,"00:0f:a3:39:e1:c0",-50,1139693845613
"11103",2006-02-11 15:37:25,1.08,12.19,225,"00:14:bf:b1:97:8d",-72,1139693845613
"11104",2006-02-11 15:37:25,1.08,12.19,225,"00:14:bf:3b:c7:c6",-69,1139693845613
"11105",2006-02-11 15:37:25,1.08,12.19,225,"00:0f:a3:39:dd:cd",-74,1139693845613
"11108",2006-02-11 15:37:25,1.08,12.19,225,"00:14:bf:b1:97:90",-49,1139693845865
"11109",2006-02-11 15:37:25,1.08,12.19,225,"00:14:bf:b1:97:90",-50,1139693845865
"11110",2006-02-11 15:37:25,1.08,12.19,225,"00:0f:a3:39:e1:c0",-51,1139693845865
"11111",2006-02-11 15:37:25,1.08,12.19,225,"00:14:bf:b1:97:8a",-55,1139693845865
"11112",2006-02-11 15:37:25,1.08,12.19,225,"00:14:bf:b1:97:8a",-55,1139693845865
"11113",2006-02-11 15:37:25,1.08,12.19,225,"00:14:bf:b1:97:8d",-71,1139693845865
"11114",2006-02-11 15:37:25,1.08,12.19,225,"00:14:bf:3b:c7:c6",-69,1139693845865
"11115",2006-02-11 15:37:25,1.08,12.19,225,"00:14:bf:b1:97:81",-73,1139693845865
"11116",2006-02-11 15:37:25,1.08,12.19,225,"00:0f:a3:39:dd:cd",-71,1139693845865
"11119",2006-02-11 15:37:26,1.08,12.19,225,"00:14:bf:b1:97:8a",-51,1139693846117
"11120",2006-02-11 15:37:26,1.08,12.19,225,"00:14:bf:b1:97:90",-56,1139693846117
"11121",2006-02-11 15:37:26,1.08,12.19,225,"00:0f:a3:39:e1:c0",-55,1139693846117
"11122",2006-02-11 15:37:26,1.08,12.19,225,"00:14:bf:3b:c7:c6",-67,1139693846117
"11123",2006-02-11 15:37:26,1.08,12.19,225,"00:14:bf:3b:c7:c6",-68,1139693846117
"11124",2006-02-11 15:37:26,1.08,12.19,225,"00:14:bf:b1:97:8d",-72,1139693846117
"11125",2006-02-11 15:37:26,1.08,12.19,225,"00:14:bf:b1:97:81",-66,1139693846117
"11127",2006-02-11 15:37:26,1.08,12.19,225,"00:0f:a3:39:dd:cd",-73,1139693846117
"11129",2006-02-11 15:37:26,1.08,12.19,225,"00:0f:a3:39:e1:c0",-55,1139693846369
"11130",2006-02-11 15:37:26,1.08,12.19,225,"00:14:bf:b1:97:8a",-54,1139693846369
"11131",2006-02-11 15:37:26,1.08,12.19,225,"00:14:bf:b1:97:90",-52,1139693846369
"11132",2006-02-11 15:37:26,1.08,12.19,225,"00:14:bf:b1:97:8a",-55,1139693846369
"11133",2006-02-11 15:37:26,1.08,12.19,225,"00:14:bf:b1:97:8d",-71,1139693846369
"11134",2006-02-11 15:37:26,1.08,12.19,225,"00:0f:a3:39:dd:cd",-74,1139693846369
"11136",2006-02-11 15:37:26,1.08,12.19,225,"00:0f:a3:39:e1:c0",-50,1139693846621
"11137",2006-02-11 15:37:26,1.08,12.19,225,"00:14:bf:b1:97:81",-68,1139693846621
"11138",2006-02-11 15:37:26,1.08,12.19,225,"00:14:bf:b1:97:8d",-71,1139693846621
"11139",2006-02-11 15:37:26,1.08,12.19,225,"00:14:bf:3b:c7:c6",-68,1139693846621
"11140",2006-02-11 15:37:26,1.08,12.19,225,"00:0f:a3:39:dd:cd",-73,1139693846621
"11144",2006-02-11 15:37:26,1.08,12.19,225,"00:14:bf:b1:97:8a",-53,1139693846873
"11145",2006-02-11 15:37:26,1.08,12.19,225,"00:0f:a3:39:e1:c0",-51,1139693846873
"11146",2006-02-11 15:37:26,1.08,12.19,225,"00:14:bf:b1:97:81",-67,1139693846873
"11147",2006-02-11 15:37:26,1.08,12.19,225,"00:14:bf:3b:c7:c6",-70,1139693846873
"11149",2006-02-11 15:37:26,1.08,12.19,225,"00:0f:a3:39:dd:cd",-73,1139693846873
"11153",2006-02-11 15:37:27,1.08,12.19,225,"00:14:bf:b1:97:8a",-53,1139693847125
"11154",2006-02-11 15:37:27,1.08,12.19,225,"00:0f:a3:39:e1:c0",-51,1139693847125
"11155",2006-02-11 15:37:27,1.08,12.19,225,"00:14:bf:b1:97:90",-51,1139693847125
"11156",2006-02-11 15:37:27,1.08,12.19,225,"00:14:bf:3b:c7:c6",-68,1139693847125
"11157",2006-02-11 15:37:27,1.08,12.19,225,"00:14:bf:3b:c7:c6",-70,1139693847125
"11158",2006-02-11 15:37:27,1.08,12.19,225,"00:14:bf:b1:97:8d",-72,1139693847125
"11159",2006-02-11 15:37:27,1.08,12.19,225,"00:0f:a3:39:dd:cd",-75,1139693847125
"11162",2006-02-11 15:37:27,1.08,12.19,225,"00:14:bf:b1:97:8a",-51,1139693847377
"11163",2006-02-11 15:37:27,1.08,12.19,225,"00:14:bf:b1:97:90",-54,1139693847377
"11164",2006-02-11 15:37:27,1.08,12.19,225,"00:0f:a3:39:e1:c0",-56,1139693847377
"11165",2006-02-11 15:37:27,1.08,12.19,225,"00:14:bf:3b:c7:c6",-69,1139693847377
"11166",2006-02-11 15:37:27,1.08,12.19,225,"00:0f:a3:39:dd:cd",-75,1139693847377
"11167",2006-02-11 15:37:27,1.08,12.19,225,"00:14:bf:b1:97:81",-67,1139693847377
"11168",2006-02-11 15:37:27,1.08,12.19,225,"00:14:bf:b1:97:81",-68,1139693847377
"11172",2006-02-11 15:37:27,1.08,12.19,225,"00:14:bf:b1:97:90",-49,1139693847629
"11173",2006-02-11 15:37:27,1.08,12.19,225,"00:0f:a3:39:e1:c0",-57,1139693847629
"11174",2006-02-11 15:37:27,1.08,12.19,225,"00:14:bf:b1:97:8d",-71,1139693847629
"11175",2006-02-11 15:37:27,1.08,12.19,225,"00:14:bf:b1:97:81",-68,1139693847629
"11176",2006-02-11 15:37:27,1.08,12.19,225,"00:14:bf:3b:c7:c6",-70,1139693847629
"11177",2006-02-11 15:37:27,1.08,12.19,225,"00:0f:a3:39:dd:cd",-74,1139693847629
"11181",2006-02-11 15:37:27,1.08,12.19,225,"00:14:bf:b1:97:8a",-50,1139693847881
"11182",2006-02-11 15:37:27,1.08,12.19,225,"00:14:bf:b1:97:90",-53,1139693847881
"11183",2006-02-11 15:37:27,1.08,12.19,225,"00:0f:a3:39:e1:c0",-56,1139693847881
"11184",2006-02-11 15:37:27,1.08,12.19,225,"00:14:bf:3b:c7:c6",-69,1139693847881
"11185",2006-02-11 15:37:27,1.08,12.19,225,"00:14:bf:b1:97:8d",-70,1139693847881
"11187",2006-02-11 15:37:27,1.08,12.19,225,"00:0f:a3:39:dd:cd",-71,1139693847881
"11190",2006-02-11 15:37:28,1.08,12.19,225,"00:14:bf:b1:97:90",-51,1139693848133
"11191",2006-02-11 15:37:28,1.08,12.19,225,"00:0f:a3:39:e1:c0",-58,1139693848133
"11192",2006-02-11 15:37:28,1.08,12.19,225,"00:14:bf:3b:c7:c6",-70,1139693848133
"11193",2006-02-11 15:37:28,1.08,12.19,225,"00:14:bf:b1:97:8d",-72,1139693848133
"11194",2006-02-11 15:37:28,1.08,12.19,225,"00:14:bf:b1:97:81",-68,1139693848133
"11196",2006-02-11 15:37:28,1.08,12.19,225,"00:0f:a3:39:dd:cd",-73,1139693848133
"11198",2006-02-11 15:37:28,1.08,12.19,225,"00:14:bf:b1:97:90",-52,1139693848385
"11199",2006-02-11 15:37:28,1.08,12.19,225,"00:14:bf:b1:97:8a",-52,1139693848385
"11200",2006-02-11 15:37:28,1.08,12.19,225,"00:0f:a3:39:e1:c0",-57,1139693848385
"11201",2006-02-11 15:37:28,1.08,12.19,225,"00:14:bf:b1:97:81",-69,1139693848385
"11202",2006-02-11 15:37:28,1.08,12.19,225,"00:14:bf:3b:c7:c6",-70,1139693848385
"11203",2006-02-11 15:37:28,1.08,12.19,225,"00:0f:a3:39:dd:cd",-75,1139693848385
"11204",2006-02-11 15:37:28,1.08,12.19,225,"00:14:bf:b1:97:8d",-72,1139693848385
"11208",2006-02-11 15:37:28,1.08,12.19,225,"00:14:bf:b1:97:90",-51,1139693848637
"11209",2006-02-11 15:37:28,1.08,12.19,225,"00:14:bf:b1:97:8a",-52,1139693848637
"11210",2006-02-11 15:37:28,1.08,12.19,225,"00:0f:a3:39:e1:c0",-56,1139693848637
"11211",2006-02-11 15:37:28,1.08,12.19,225,"00:14:bf:3b:c7:c6",-70,1139693848637
"11212",2006-02-11 15:37:28,1.08,12.19,225,"00:14:bf:b1:97:8d",-72,1139693848637
"11213",2006-02-11 15:37:28,1.08,12.19,225,"00:14:bf:b1:97:81",-65,1139693848637
"11215",2006-02-11 15:37:28,1.08,12.19,225,"00:0f:a3:39:dd:cd",-72,1139693848637
"11217",2006-02-11 15:37:28,1.08,12.19,225,"00:14:bf:b1:97:90",-51,1139693848889
"11218",2006-02-11 15:37:28,1.08,12.19,225,"00:14:bf:b1:97:8a",-53,1139693848889
"11219",2006-02-11 15:37:28,1.08,12.19,225,"00:0f:a3:39:e1:c0",-51,1139693848889
"11220",2006-02-11 15:37:28,1.08,12.19,225,"00:14:bf:b1:97:8d",-71,1139693848889
"11221",2006-02-11 15:37:28,1.08,12.19,225,"00:14:bf:b1:97:81",-66,1139693848889
"11222",2006-02-11 15:37:28,1.08,12.19,225,"00:14:bf:3b:c7:c6",-69,1139693848889
"11223",2006-02-11 15:37:28,1.08,12.19,225,"00:14:bf:3b:c7:c6",-70,1139693848889
"11224",2006-02-11 15:37:28,1.08,12.19,225,"00:0f:a3:39:dd:cd",-70,1139693848889
"11228",2006-02-11 15:37:29,1.08,12.19,225,"00:14:bf:b1:97:8a",-48,1139693849141
"11229",2006-02-11 15:37:29,1.08,12.19,225,"00:14:bf:b1:97:8a",-49,1139693849141
"11230",2006-02-11 15:37:29,1.08,12.19,225,"00:14:bf:b1:97:90",-57,1139693849141
"11231",2006-02-11 15:37:29,1.08,12.19,225,"00:0f:a3:39:e1:c0",-57,1139693849141
"11232",2006-02-11 15:37:29,1.08,12.19,225,"00:14:bf:b1:97:8d",-71,1139693849141
"11233",2006-02-11 15:37:29,1.08,12.19,225,"00:14:bf:3b:c7:c6",-70,1139693849141
"11234",2006-02-11 15:37:29,1.08,12.19,225,"00:0f:a3:39:dd:cd",-72,1139693849141
"11238",2006-02-11 15:37:29,1.08,12.19,225,"00:14:bf:b1:97:8a",-50,1139693849393
"11239",2006-02-11 15:37:29,1.08,12.19,225,"00:0f:a3:39:e1:c0",-55,1139693849393
"11240",2006-02-11 15:37:29,1.08,12.19,225,"00:14:bf:b1:97:90",-59,1139693849393
"11241",2006-02-11 15:37:29,1.08,12.19,225,"00:14:bf:b1:97:8d",-71,1139693849393
"11242",2006-02-11 15:37:29,1.08,12.19,225,"00:0f:a3:39:dd:cd",-72,1139693849393
"11244",2006-02-11 15:37:29,1.08,12.19,225,"00:14:bf:3b:c7:c6",-68,1139693849393
"11246",2006-02-11 15:37:29,1.08,12.19,225,"00:14:bf:b1:97:8a",-50,1139693849645
"11247",2006-02-11 15:37:29,1.08,12.19,225,"00:14:bf:b1:97:8a",-51,1139693849645
"11248",2006-02-11 15:37:29,1.08,12.19,225,"00:14:bf:b1:97:90",-51,1139693849645
"11249",2006-02-11 15:37:29,1.08,12.19,225,"00:0f:a3:39:e1:c0",-55,1139693849645
"11250",2006-02-11 15:37:29,1.08,12.19,225,"00:14:bf:b1:97:81",-66,1139693849645
"11251",2006-02-11 15:37:29,1.08,12.19,225,"00:14:bf:3b:c7:c6",-66,1139693849645
"11253",2006-02-11 15:37:29,1.08,12.19,225,"00:0f:a3:39:dd:cd",-73,1139693849645
"11256",2006-02-11 15:37:29,1.08,12.19,225,"00:0f:a3:39:e1:c0",-56,1139693849897
"11257",2006-02-11 15:37:29,1.08,12.19,225,"00:14:bf:3b:c7:c6",-69,1139693849897
"11258",2006-02-11 15:37:29,1.08,12.19,225,"00:14:bf:b1:97:8d",-71,1139693849897
"11259",2006-02-11 15:37:29,1.08,12.19,225,"00:14:bf:b1:97:81",-72,1139693849897
"11260",2006-02-11 15:37:29,1.08,12.19,225,"00:0f:a3:39:dd:cd",-72,1139693849897
"11263",2006-02-11 15:37:30,1.08,12.19,225,"00:14:bf:b1:97:8a",-50,1139693850149
"11264",2006-02-11 15:37:30,1.08,12.19,225,"00:14:bf:b1:97:8a",-50,1139693850149
"11265",2006-02-11 15:37:30,1.08,12.19,225,"00:0f:a3:39:e1:c0",-50,1139693850149
"11266",2006-02-11 15:37:30,1.08,12.19,225,"00:14:bf:b1:97:8d",-72,1139693850149
"11267",2006-02-11 15:37:30,1.08,12.19,225,"00:14:bf:3b:c7:c6",-69,1139693850149
"11268",2006-02-11 15:37:30,1.08,12.19,225,"00:14:bf:b1:97:81",-67,1139693850149
"11269",2006-02-11 15:37:30,1.08,12.19,225,"00:14:bf:b1:97:81",-67,1139693850149
